tenant,platform,txn_type,txn_id,line_id,date,vendor,account,project,cost_code,tax_code,amount,currency,is_tax,is_void,memo
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10304,B-10304-L2,2025-12-13,Climate Mechanical,GST Payable,,,GST,1213.29,AUD,1,0,GST on B-10304
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10310,B-10310-L1,2025-12-13,PrimeCo Painting,Subcontractors,PRJ-005,09-90-00,,8763.00,AUD,0,0,Painting package — Ironbank Industrial Slab — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10310,B-10310-L2,2025-12-13,PrimeCo Painting,GST Payable,,,GST,876.30,AUD,1,0,GST on B-10310
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10317,B-10317-L1,2025-12-13,SecureSure Insurance,Insurance,,,,3145.47,AUD,0,0,Insurance premium — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10317,B-10317-L2,2025-12-13,SecureSure Insurance,GST Payable,,,GST,314.55,AUD,1,0,GST on B-10317
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20251214,PAY-20251214-L1,2025-12-14,Summit Ridge Payroll,Wages,PRJ-002,01-50-00,,10111.15,AUD,0,0,Site payroll allocation — fortnight ending 2025-12-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20251214,PAY-20251214-L2,2025-12-14,Summit Ridge Payroll,Wages,PRJ-003,01-50-00,,6852.58,AUD,0,0,Site payroll allocation — fortnight ending 2025-12-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20251214,PAY-20251214-L3,2025-12-14,Summit Ridge Payroll,Wages,PRJ-004,01-50-00,,7403.64,AUD,0,0,Site payroll allocation — fortnight ending 2025-12-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20251214,PAY-20251214-L4,2025-12-14,Summit Ridge Payroll,Wages,PRJ-005,01-50-00,,10257.40,AUD,0,0,Site payroll allocation — fortnight ending 2025-12-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20251214,PAY-20251214-L5,2025-12-14,Summit Ridge Payroll,Wages,,,,14098.19,AUD,0,0,Head office payroll — fortnight ending 2025-12-14
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10296,B-10296-L1,2025-12-15,Flowline Plumbing,Subcontractors,PRJ-003,22-00-00,,10377.85,AUD,0,0,Hydraulic services — Ashgrove Apartment Refurbishment — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10296,B-10296-L2,2025-12-15,Flowline Plumbing,GST Payable,,,GST,1037.79,AUD,1,0,GST on B-10296
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10299,B-10299-L1,2025-12-15,Site Establishment,Preliminaries,PRJ-004,01-50-00,,10187.08,AUD,0,0,Site Services — Murrin Bridge Repair — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10299,B-10299-L2,2025-12-15,Site Establishment,GST Payable,,,GST,1018.71,AUD,1,0,GST on B-10299
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10287,B-10287-L1,2025-12-16,Flowline Plumbing,Subcontractors,PRJ-002,22-00-00,,8715.64,AUD,0,0,Hydraulic services — Meridian Medical Centre Fitout — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10287,B-10287-L2,2025-12-16,Flowline Plumbing,GST Payable,,,GST,871.56,AUD,1,0,GST on B-10287
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10286,B-10286-L1,2025-12-17,PrimeCo Painting,Subcontractors,PRJ-002,09-90-00,,4765.09,AUD,0,0,Painting package — Meridian Medical Centre Fitout — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10286,B-10286-L2,2025-12-17,PrimeCo Painting,GST Payable,,,GST,476.51,AUD,1,0,GST on B-10286
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10305,B-10305-L1,2025-12-17,VoltEdge Electrical,Subcontractors,PRJ-004,26-00-00,,15066.00,AUD,0,0,Electrical services — Murrin Bridge Repair — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10305,B-10305-L2,2025-12-17,VoltEdge Electrical,GST Payable,,,GST,1506.60,AUD,1,0,GST on B-10305
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10293,B-10293-L1,2025-12-18,Precision Carpentry,Subcontractors,PRJ-003,06-10-00,,7950.77,AUD,0,0,Carpentry package — Ashgrove Apartment Refurbishment — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10293,B-10293-L2,2025-12-18,Precision Carpentry,GST Payable,,,GST,795.08,AUD,1,0,GST on B-10293
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10284,B-10284-L1,2025-12-19,SteelFab Australia,Materials,PRJ-002,05-12-00,,9927.27,AUD,0,0,Structural steel — Meridian Medical Centre Fitout — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10284,B-10284-L2,2025-12-19,SteelFab Australia,GST Payable,,,GST,992.73,AUD,1,0,GST on B-10284
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10292,B-10292-L1,2025-12-19,SteelFab Australia,Materials,PRJ-003,05-12-00,,16320.00,AUD,0,0,Structural steel — Ashgrove Apartment Refurbishment — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10292,B-10292-L2,2025-12-19,SteelFab Australia,GST Payable,,,GST,1632.00,AUD,1,0,GST on B-10292
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10283,B-10283-L1,2025-12-20,Boral Concrete,Materials,PRJ-002,03-30-00,,12523.64,AUD,0,0,Concrete supply — Meridian Medical Centre Fitout — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10283,B-10283-L2,2025-12-20,Boral Concrete,GST Payable,,,GST,1252.36,AUD,1,0,GST on B-10283
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10294,B-10294-L1,2025-12-20,Axis Interiors,Subcontractors,PRJ-003,09-21-00,,9310.77,AUD,0,0,Partitions and linings — Ashgrove Apartment Refurbishment — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10294,B-10294-L2,2025-12-20,Axis Interiors,GST Payable,,,GST,931.08,AUD,1,0,GST on B-10294
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10297,B-10297-L1,2025-12-21,Climate Mechanical,Subcontractors,PRJ-003,23-00-00,,7113.85,AUD,0,0,Mechanical services — Ashgrove Apartment Refurbishment — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10297,B-10297-L2,2025-12-21,Climate Mechanical,GST Payable,,,GST,711.39,AUD,1,0,GST on B-10297
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10303,B-10303-L1,2025-12-21,Precision Carpentry,Subcontractors,PRJ-004,06-10-00,,9500.31,AUD,0,0,Carpentry package — Murrin Bridge Repair — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10303,B-10303-L2,2025-12-21,Precision Carpentry,GST Payable,,,GST,950.03,AUD,1,0,GST on B-10303
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10291,B-10291-L1,2025-12-22,DemoSafe Services,Demolition,PRJ-003,02-41-00,,8034.46,AUD,0,0,Demolition works — Ashgrove Apartment Refurbishment — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10291,B-10291-L2,2025-12-22,DemoSafe Services,GST Payable,,,GST,803.45,AUD,1,0,GST on B-10291
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10313,B-10313-L1,2025-12-22,CivilWorks Earthmoving,Plant Hire,PRJ-005,31-23-00,,7762.50,AUD,0,0,Earthworks and plant — Ironbank Industrial Slab — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10313,B-10313-L2,2025-12-22,CivilWorks Earthmoving,GST Payable,,,GST,776.25,AUD,1,0,GST on B-10313
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10302,B-10302-L1,2025-12-23,SteelFab Australia,Materials,PRJ-004,05-12-00,,22692.00,AUD,0,0,Structural steel — Murrin Bridge Repair — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10302,B-10302-L2,2025-12-23,SteelFab Australia,GST Payable,,,GST,2269.20,AUD,1,0,GST on B-10302
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10306,B-10306-L1,2025-12-23,DemoSafe Services,Demolition,PRJ-005,02-41-00,,6348.00,AUD,0,0,Demolition works — Ironbank Industrial Slab — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10306,B-10306-L2,2025-12-23,DemoSafe Services,GST Payable,,,GST,634.80,AUD,1,0,GST on B-10306
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10289,B-10289-L1,2025-12-24,CivilWorks Earthmoving,Plant Hire,PRJ-002,31-23-00,,6964.36,AUD,0,0,Earthworks and plant — Meridian Medical Centre Fitout — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10289,B-10289-L2,2025-12-24,CivilWorks Earthmoving,GST Payable,,,GST,696.44,AUD,1,0,GST on B-10289
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10288,B-10288-L1,2025-12-25,VoltEdge Electrical,Subcontractors,PRJ-002,26-00-00,,8797.09,AUD,0,0,Electrical services — Meridian Medical Centre Fitout — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10288,B-10288-L2,2025-12-25,VoltEdge Electrical,GST Payable,,,GST,879.71,AUD,1,0,GST on B-10288
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10298,B-10298-L1,2025-12-25,CivilWorks Earthmoving,Plant Hire,PRJ-003,31-23-00,,8662.15,AUD,0,0,Earthworks and plant — Ashgrove Apartment Refurbishment — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10298,B-10298-L2,2025-12-25,CivilWorks Earthmoving,GST Payable,,,GST,866.22,AUD,1,0,GST on B-10298
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10312,B-10312-L1,2025-12-25,VoltEdge Electrical,Subcontractors,PRJ-005,26-00-00,,9108.00,AUD,0,0,Electrical services — Ironbank Industrial Slab — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10312,B-10312-L2,2025-12-25,VoltEdge Electrical,GST Payable,,,GST,910.80,AUD,1,0,GST on B-10312
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10290,B-10290-L1,2025-12-26,Site Establishment,Preliminaries,PRJ-003,01-50-00,,8955.08,AUD,0,0,Site Services — Ashgrove Apartment Refurbishment — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10290,B-10290-L2,2025-12-26,Site Establishment,GST Payable,,,GST,895.51,AUD,1,0,GST on B-10290
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10307,B-10307-L1,2025-12-26,SteelFab Australia,Materials,PRJ-005,05-12-00,,23991.76,AUD,0,0,Structural steel — Ironbank Industrial Slab — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10307,B-10307-L2,2025-12-26,SteelFab Australia,GST Payable,,,GST,2399.18,AUD,1,0,GST on B-10307
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10308,B-10308-L1,2025-12-26,Precision Carpentry,Subcontractors,PRJ-005,06-10-00,,7636.00,AUD,0,0,Carpentry package — Ironbank Industrial Slab — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10308,B-10308-L2,2025-12-26,Precision Carpentry,GST Payable,,,GST,763.60,AUD,1,0,GST on B-10308
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20251228,PAY-20251228-L1,2025-12-28,Summit Ridge Payroll,Wages,PRJ-002,01-50-00,,9147.36,AUD,0,0,Site payroll allocation — fortnight ending 2025-12-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20251228,PAY-20251228-L2,2025-12-28,Summit Ridge Payroll,Wages,PRJ-003,01-50-00,,8379.73,AUD,0,0,Site payroll allocation — fortnight ending 2025-12-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20251228,PAY-20251228-L3,2025-12-28,Summit Ridge Payroll,Wages,PRJ-004,01-50-00,,6495.80,AUD,0,0,Site payroll allocation — fortnight ending 2025-12-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20251228,PAY-20251228-L4,2025-12-28,Summit Ridge Payroll,Wages,PRJ-005,01-50-00,,6645.69,AUD,0,0,Site payroll allocation — fortnight ending 2025-12-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20251228,PAY-20251228-L5,2025-12-28,Summit Ridge Payroll,Wages,,,,14468.41,AUD,0,0,Head office payroll — fortnight ending 2025-12-28
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10301,B-10301-L1,2025-12-29,Boral Concrete,Materials,PRJ-004,03-30-00,,19100.77,AUD,0,0,Concrete supply — Murrin Bridge Repair — Dec 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10301,B-10301-L2,2025-12-29,Boral Concrete,GST Payable,,,GST,1910.08,AUD,1,0,GST on B-10301
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10360,B-10360-L1,2026-01-02,FleetFuel Australia,Vehicle Expenses,,,,3020.96,AUD,0,0,Fleet fuel — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10360,B-10360-L2,2026-01-02,FleetFuel Australia,GST Payable,,,GST,302.10,AUD,1,0,GST on B-10360
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10324,B-10324-L1,2026-01-07,Flowline Plumbing,Subcontractors,PRJ-002,22-00-00,,7005.09,AUD,0,0,Hydraulic services — Meridian Medical Centre Fitout — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10324,B-10324-L2,2026-01-07,Flowline Plumbing,GST Payable,,,GST,700.51,AUD,1,0,GST on B-10324
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10340,B-10340-L1,2026-01-07,Climate Mechanical,Subcontractors,PRJ-004,23-00-00,,9271.38,AUD,0,0,Mechanical services — Murrin Bridge Repair — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10340,B-10340-L2,2026-01-07,Climate Mechanical,GST Payable,,,GST,927.14,AUD,1,0,GST on B-10340
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10341,B-10341-L1,2026-01-07,CivilWorks Earthmoving,Plant Hire,PRJ-004,31-23-00,,13778.31,AUD,0,0,Earthworks and plant — Murrin Bridge Repair — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10341,B-10341-L2,2026-01-07,CivilWorks Earthmoving,GST Payable,,,GST,1377.83,AUD,1,0,GST on B-10341
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10343,B-10343-L1,2026-01-07,Boral Concrete,Materials,PRJ-005,03-30-00,,19002.60,AUD,0,0,Concrete supply — Ironbank Industrial Slab — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10343,B-10343-L2,2026-01-07,Boral Concrete,GST Payable,,,GST,1900.26,AUD,1,0,GST on B-10343
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10337,B-10337-L1,2026-01-08,Axis Interiors,Subcontractors,PRJ-004,09-21-00,,10587.69,AUD,0,0,Partitions and linings — Murrin Bridge Repair — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10337,B-10337-L2,2026-01-08,Axis Interiors,GST Payable,,,GST,1058.77,AUD,1,0,GST on B-10337
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10342,B-10342-L1,2026-01-08,Site Establishment,Preliminaries,PRJ-005,01-50-00,,7636.00,AUD,0,0,Site Services — Ironbank Industrial Slab — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10342,B-10342-L2,2026-01-08,Site Establishment,GST Payable,,,GST,763.60,AUD,1,0,GST on B-10342
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10345,B-10345-L1,2026-01-08,Precision Carpentry,Subcontractors,PRJ-005,06-10-00,,7728.00,AUD,0,0,Carpentry package — Ironbank Industrial Slab — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10345,B-10345-L2,2026-01-08,Precision Carpentry,GST Payable,,,GST,772.80,AUD,1,0,GST on B-10345
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10352,B-10352-L1,2026-01-08,Axis Interiors,Subcontractors,PRJ-006,09-21-00,,15143.33,AUD,0,0,Partitions and linings — Sandstone School Upgrade — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10352,B-10352-L2,2026-01-08,Axis Interiors,GST Payable,,,GST,1514.33,AUD,1,0,GST on B-10352
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10348,B-10348-L1,2026-01-10,VoltEdge Electrical,Subcontractors,PRJ-005,26-00-00,,10453.50,AUD,0,0,Electrical services — Ironbank Industrial Slab — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10348,B-10348-L2,2026-01-10,VoltEdge Electrical,GST Payable,,,GST,1045.35,AUD,1,0,GST on B-10348
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10355,B-10355-L1,2026-01-12,CivilWorks Earthmoving,Plant Hire,PRJ-006,31-23-00,,13860.00,AUD,0,0,Earthworks and plant — Sandstone School Upgrade — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10355,B-10355-L2,2026-01-12,CivilWorks Earthmoving,GST Payable,,,GST,1386.00,AUD,1,0,GST on B-10355
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10323,B-10323-L1,2026-01-13,PrimeCo Painting,Subcontractors,PRJ-002,09-90-00,,7758.55,AUD,0,0,Painting package — Meridian Medical Centre Fitout — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10323,B-10323-L2,2026-01-13,PrimeCo Painting,GST Payable,,,GST,775.86,AUD,1,0,GST on B-10323
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10332,B-10332-L1,2026-01-13,Site Establishment,Preliminaries,PRJ-004,01-50-00,,12705.23,AUD,0,0,Site Services — Murrin Bridge Repair — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10332,B-10332-L2,2026-01-13,Site Establishment,GST Payable,,,GST,1270.52,AUD,1,0,GST on B-10332
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10338,B-10338-L1,2026-01-13,PrimeCo Painting,Subcontractors,PRJ-004,09-90-00,,7897.85,AUD,0,0,Painting package — Murrin Bridge Repair — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10338,B-10338-L2,2026-01-13,PrimeCo Painting,GST Payable,,,GST,789.79,AUD,1,0,GST on B-10338
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10330,B-10330-L1,2026-01-14,PrimeCo Painting,Subcontractors,PRJ-003,09-90-00,,4707.69,AUD,0,0,Painting package — Ashgrove Apartment Refurbishment — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10330,B-10330-L2,2026-01-14,PrimeCo Painting,GST Payable,,,GST,470.77,AUD,1,0,GST on B-10330
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10359,B-10359-L1,2026-01-14,SecureSure Insurance,Insurance,,,,2485.53,AUD,0,0,Insurance premium — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10359,B-10359-L2,2026-01-14,SecureSure Insurance,GST Payable,,,GST,248.55,AUD,1,0,GST on B-10359
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20260114,PAY-20260114-L1,2026-01-14,Summit Ridge Payroll,Wages,PRJ-002,01-50-00,,13668.87,AUD,0,0,Site payroll allocation — fortnight ending 2026-01-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20260114,PAY-20260114-L2,2026-01-14,Summit Ridge Payroll,Wages,PRJ-003,01-50-00,,7511.28,AUD,0,0,Site payroll allocation — fortnight ending 2026-01-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20260114,PAY-20260114-L3,2026-01-14,Summit Ridge Payroll,Wages,PRJ-004,01-50-00,,6559.97,AUD,0,0,Site payroll allocation — fortnight ending 2026-01-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20260114,PAY-20260114-L4,2026-01-14,Summit Ridge Payroll,Wages,PRJ-005,01-50-00,,9629.19,AUD,0,0,Site payroll allocation — fortnight ending 2026-01-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20260114,PAY-20260114-L5,2026-01-14,Summit Ridge Payroll,Wages,PRJ-006,01-50-00,,6903.54,AUD,0,0,Site payroll allocation — fortnight ending 2026-01-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20260114,PAY-20260114-L6,2026-01-14,Summit Ridge Payroll,Wages,,,,12851.62,AUD,0,0,Head office payroll — fortnight ending 2026-01-14
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10322,B-10322-L1,2026-01-15,Axis Interiors,Subcontractors,PRJ-002,09-21-00,,14024.44,AUD,0,0,Partitions and linings — Meridian Medical Centre Fitout — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10322,B-10322-L2,2026-01-15,Axis Interiors,GST Payable,,,GST,1402.44,AUD,1,0,GST on B-10322
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10327,B-10327-L1,2026-01-15,DemoSafe Services,Demolition,PRJ-003,02-41-00,,5523.69,AUD,0,0,Demolition works — Ashgrove Apartment Refurbishment — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10327,B-10327-L2,2026-01-15,DemoSafe Services,GST Payable,,,GST,552.37,AUD,1,0,GST on B-10327
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10329,B-10329-L1,2026-01-15,Precision Carpentry,Subcontractors,PRJ-003,06-10-00,,9206.15,AUD,0,0,Carpentry package — Ashgrove Apartment Refurbishment — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10329,B-10329-L2,2026-01-15,Precision Carpentry,GST Payable,,,GST,920.62,AUD,1,0,GST on B-10329
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10353,B-10353-L1,2026-01-15,Flowline Plumbing,Subcontractors,PRJ-006,22-00-00,,8316.00,AUD,0,0,Hydraulic services — Sandstone School Upgrade — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10353,B-10353-L2,2026-01-15,Flowline Plumbing,Materials,,,,213.89,AUD,0,0,Freight and handling
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10353,B-10353-L3,2026-01-15,Flowline Plumbing,GST Payable,,,GST,852.99,AUD,1,0,GST on B-10353
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10326,B-10326-L1,2026-01-16,CivilWorks Earthmoving,Plant Hire,PRJ-002,31-23-00,,9896.73,AUD,0,0,Earthworks and plant — Meridian Medical Centre Fitout — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10326,B-10326-L2,2026-01-16,CivilWorks Earthmoving,GST Payable,,,GST,989.67,AUD,1,0,GST on B-10326
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10350,B-10350-L1,2026-01-16,Site Establishment,Preliminaries,PRJ-006,01-50-00,,11498.67,AUD,0,0,Site Services — Sandstone School Upgrade — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10350,B-10350-L2,2026-01-16,Site Establishment,GST Payable,,,GST,1149.87,AUD,1,0,GST on B-10350
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10351,B-10351-L1,2026-01-16,Precision Carpentry,Subcontractors,PRJ-006,06-10-00,,12012.00,AUD,0,0,Carpentry package — Sandstone School Upgrade — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10351,B-10351-L2,2026-01-16,Precision Carpentry,GST Payable,,,GST,1201.20,AUD,1,0,GST on B-10351
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10346,B-10346-L1,2026-01-17,Axis Interiors,Subcontractors,PRJ-005,09-21-00,,12190.00,AUD,0,0,Partitions and linings — Ironbank Industrial Slab — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10346,B-10346-L2,2026-01-17,Axis Interiors,GST Payable,,,GST,1219.00,AUD,1,0,GST on B-10346
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10319,B-10319-L1,2026-01-18,Site Establishment,Preliminaries,PRJ-002,01-50-00,,12144.87,AUD,0,0,Site Services — Meridian Medical Centre Fitout — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10319,B-10319-L2,2026-01-18,Site Establishment,GST Payable,,,GST,1214.49,AUD,1,0,GST on B-10319
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10344,B-10344-L1,2026-01-19,SteelFab Australia,Materials,PRJ-005,05-12-00,,15655.64,AUD,0,0,Structural steel — Ironbank Industrial Slab — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10344,B-10344-L2,2026-01-19,SteelFab Australia,GST Payable,,,GST,1565.56,AUD,1,0,GST on B-10344
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10358,B-10358-L1,2026-01-20,OfficeWorks,Office Overhead,,,,3296.18,AUD,0,0,Software and stationery — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10358,B-10358-L2,2026-01-20,OfficeWorks,GST Payable,,,GST,329.62,AUD,1,0,GST on B-10358
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10328,B-10328-L1,2026-01-21,Boral Concrete,Materials,PRJ-003,03-30-00,,14123.08,AUD,0,0,Concrete supply — Ashgrove Apartment Refurbishment — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10328,B-10328-L2,2026-01-21,Boral Concrete,GST Payable,,,GST,1412.31,AUD,1,0,GST on B-10328
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10321,B-10321-L1,2026-01-24,Precision Carpentry,Subcontractors,PRJ-002,06-10-00,,7493.82,AUD,0,0,Carpentry package — Meridian Medical Centre Fitout — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10321,B-10321-L2,2026-01-24,Precision Carpentry,GST Payable,,,GST,749.38,AUD,1,0,GST on B-10321
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10334,B-10334-L1,2026-01-24,Boral Concrete,Materials,PRJ-004,03-30-00,,24466.15,AUD,0,0,Concrete supply — Murrin Bridge Repair — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10334,B-10334-L2,2026-01-24,Boral Concrete,GST Payable,,,GST,2446.62,AUD,1,0,GST on B-10334
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10325,B-10325-L1,2026-01-25,Climate Mechanical,Subcontractors,PRJ-002,23-00-00,,7412.36,AUD,0,0,Mechanical services — Meridian Medical Centre Fitout — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10325,B-10325-L2,2026-01-25,Climate Mechanical,GST Payable,,,GST,741.24,AUD,1,0,GST on B-10325
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10331,B-10331-L1,2026-01-26,Climate Mechanical,Subcontractors,PRJ-003,23-00-00,,8034.46,AUD,0,0,Mechanical services — Ashgrove Apartment Refurbishment — Jan 2026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10331,B-10331-L2,2026-01-26,Climate Mechanical,GST Payable,,,GST,803.45,AUD,1,0,GST on B-10331
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10347,B-10347-L1,2026-01-26,Flowline Plumbing,Subcontractors,PRJ-005,22-00-00,,10948.00,AUD,0,0,Hydraulic services — Ironbank Industrial Slab — Jan 2026
